rho,psi_convergence_val
0.01,5.873020585843631
0.05,4.780063891663585
0.1,2.45060439622661
0.15,0.7197629783748426
0.2,0.1871533726527597
0.3,0.002840208913223733
0.5,0.0027633556521115808
